,BUILDINGID,wathtot,time
1521,0077,83000.0,2021-11-08T15:00:01.888426Z
1522,0080,279000.0,2021-11-08T15:00:01.888426Z
1523,0081,603000.0,2021-11-08T15:00:01.888426Z
1524,0083,314000.0,2021-11-08T15:00:01.888426Z
1525,0084,216000.0,2021-11-08T15:00:01.888426Z
1526,0085,206000.0,2021-11-08T15:00:01.888426Z
1527,0086,229000.0,2021-11-08T15:00:01.888426Z
1528,0087,858000.0,2021-11-08T15:00:01.888426Z
1529,0088,97000.0,2021-11-08T15:00:01.888426Z
1530,0089,183000.0,2021-11-08T15:00:01.888426Z
1531,008b,4619000.0,2021-11-08T15:00:01.888426Z
1532,0090,196000.0,2021-11-08T15:00:01.888426Z
1533,0091,216000.0,2021-11-08T15:00:01.888426Z
1534,0092,277000.0,2021-11-08T15:00:01.888426Z
1535,0093,290000.0,2021-11-08T15:00:01.888426Z
1536,0094,321000.0,2021-11-08T15:00:01.888426Z
1537,0095,283000.0,2021-11-08T15:00:01.888426Z
1538,0096,145000.0,2021-11-08T15:00:01.888426Z
1539,0097,269000.0,2021-11-08T15:00:01.888426Z
1540,0098,262.0,2021-11-08T15:00:01.888426Z
1541,0099,322000.0,2021-11-08T15:00:01.888426Z
1542,009a,6730000.0,2021-11-08T15:00:01.888426Z
1543,0100,120000.0,2021-11-08T15:00:01.888426Z
1544,0101,276000.0,2021-11-08T15:00:01.888426Z
1545,0102,239000.0,2021-11-08T15:00:01.888426Z
1546,0104,269000.0,2021-11-08T15:00:01.888426Z
1547,0105,296000.0,2021-11-08T15:00:01.888426Z
1548,0106,250000.0,2021-11-08T15:00:01.888426Z
1549,0107,320000.0,2021-11-08T15:00:01.888426Z
1550,0111,10322000.0,2021-11-08T15:00:01.888426Z
1551,0113,2261000.0,2021-11-08T15:00:01.888426Z
1552,0114,1051000.0,2021-11-08T15:00:01.888426Z
1553,0115,409000.0,2021-11-08T15:00:01.888426Z
1554,0117,2701000.0,2021-11-08T15:00:01.888426Z
1555,0118,2235000.0,2021-11-08T15:00:01.888426Z
1556,0121,1221000.0,2021-11-08T15:00:01.888426Z
1557,0123,776000.0,2021-11-08T15:00:01.888426Z
1558,0124,3565000.0,2021-11-08T15:00:01.888426Z
1559,0128,455000.0,2021-11-08T15:00:01.888426Z
1560,0130,202000.0,2021-11-08T15:00:01.888426Z
1561,0151,1051.0,2021-11-08T15:00:01.888426Z
1562,016a,1052000.0,2021-11-08T15:00:01.888426Z
1563,0194,234000.0,2021-11-08T15:00:01.888426Z
1564,0201,3472000.0,2021-11-08T15:00:01.888426Z
1565,0202,4403000.0,2021-11-08T15:00:01.888426Z
1566,026a,473000.0,2021-11-08T15:00:01.888426Z
1567,109a,280000.0,2021-11-08T15:00:01.888426Z
1568,109b,365000.0,2021-11-08T15:00:01.888426Z
1569,109c,482000.0,2021-11-08T15:00:01.888426Z
1570,109d,143000.0,2021-11-08T15:00:01.888426Z
1571,0002,367000.0,2021-11-07T15:00:01.898956Z
1572,0005,4671000.0,2021-11-07T15:00:01.898956Z
1573,0006,5035000.0,2021-11-07T15:00:01.898956Z
1574,0007,4323000.0,2021-11-07T15:00:01.898956Z
1575,0008,3683000.0,2021-11-07T15:00:01.898956Z
1576,0009,1833000.0,2021-11-07T15:00:01.898956Z
1577,0010,2073853139.0,2021-11-07T15:00:01.898956Z
1578,0012,702000.0,2021-11-07T15:00:01.898956Z
1579,0013,453000.0,2021-11-07T15:00:01.898956Z
1580,0014,222000.0,2021-11-07T15:00:01.898956Z
1581,0015,19000.0,2021-11-07T15:00:01.898956Z
1582,0016,2522000.0,2021-11-07T15:00:01.898956Z
1583,0017,1432.0,2021-11-07T15:00:01.898956Z
1584,0018,159000.0,2021-11-07T15:00:01.898956Z
1585,0019,5220000.0,2021-11-07T15:00:01.898956Z
1586,0027,503000.0,2021-11-07T15:00:01.898956Z
1587,0029,3530000.0,2021-11-07T15:00:01.898956Z
1588,0030,2218000.0,2021-11-07T15:00:01.898956Z
1589,0031,1284000.0,2021-11-07T15:00:01.898956Z
1590,0032,124000.0,2021-11-07T15:00:01.898956Z
1591,0033,758000.0,2021-11-07T15:00:01.898956Z
1592,0034,764000.0,2021-11-07T15:00:01.898956Z
1593,0035,516000.0,2021-11-07T15:00:01.898956Z
1594,0036,439000.0,2021-11-07T15:00:01.898956Z
1595,0037,4730000.0,2021-11-07T15:00:01.898956Z
1596,0038,1621000.0,2021-11-07T15:00:01.898956Z
1597,0039,1768000.0,2021-11-07T15:00:01.898956Z
1598,0040,267000.0,2021-11-07T15:00:01.898956Z
1599,0041,31.0,2021-11-07T15:00:01.898956Z
1600,0042,51000.0,2021-11-07T15:00:01.898956Z
1601,0047,996000.0,2021-11-07T15:00:01.898956Z
1602,0048,157000.0,2021-11-07T15:00:01.898956Z
1603,0049,3900000.0,2021-11-07T15:00:01.898956Z
1604,0051,1553000.0,2021-11-07T15:00:01.898956Z
1605,0058,1285000.0,2021-11-07T15:00:01.898956Z
1606,0063,3866000.0,2021-11-07T15:00:01.898956Z
1607,0064,490000.0,2021-11-07T15:00:01.898956Z
1608,0065,1200000.0,2021-11-07T15:00:01.898956Z
1609,0066,627.0,2021-11-07T15:00:01.898956Z
1610,0067,668000.0,2021-11-07T15:00:01.898956Z
1611,0068,1154000.0,2021-11-07T15:00:01.898956Z
1612,0069,3566.0,2021-11-07T15:00:01.898956Z
1613,006a,284000.0,2021-11-07T15:00:01.898956Z
1614,0071,286000.0,2021-11-07T15:00:01.898956Z
1615,0072,89000.0,2021-11-07T15:00:01.898956Z
1616,0073,132000.0,2021-11-07T15:00:01.898956Z
1617,0074,119000.0,2021-11-07T15:00:01.898956Z
1618,0075,146000.0,2021-11-07T15:00:01.898956Z
1619,0076,135000.0,2021-11-07T15:00:01.898956Z
1620,0077,84000.0,2021-11-07T15:00:01.898956Z
1621,0080,233000.0,2021-11-07T15:00:01.898956Z
1622,0081,611000.0,2021-11-07T15:00:01.898956Z
1623,0083,297000.0,2021-11-07T15:00:01.898956Z
1624,0084,211000.0,2021-11-07T15:00:01.898956Z
1625,0085,215000.0,2021-11-07T15:00:01.898956Z
1626,0086,197000.0,2021-11-07T15:00:01.898956Z
1627,0087,920000.0,2021-11-07T15:00:01.898956Z
1628,0088,99000.0,2021-11-07T15:00:01.898956Z
1629,0089,178000.0,2021-11-07T15:00:01.898956Z
1630,008b,4843000.0,2021-11-07T15:00:01.898956Z
1631,0090,198000.0,2021-11-07T15:00:01.898956Z
1632,0091,187000.0,2021-11-07T15:00:01.898956Z
1633,0092,261000.0,2021-11-07T15:00:01.898956Z
1634,0093,241000.0,2021-11-07T15:00:01.898956Z
1635,0094,302000.0,2021-11-07T15:00:01.898956Z
1636,0095,263000.0,2021-11-07T15:00:01.898956Z
1637,0096,154000.0,2021-11-07T15:00:01.898956Z
1638,0097,252000.0,2021-11-07T15:00:01.898956Z
1639,0098,279.0,2021-11-07T15:00:01.898956Z
1640,0099,347000.0,2021-11-07T15:00:01.898956Z
1641,009a,6888000.0,2021-11-07T15:00:01.898956Z
1642,0100,113000.0,2021-11-07T15:00:01.898956Z
1643,0101,259000.0,2021-11-07T15:00:01.898956Z
1644,0102,218000.0,2021-11-07T15:00:01.898956Z
1645,0104,273000.0,2021-11-07T15:00:01.898956Z
1646,0105,284000.0,2021-11-07T15:00:01.898956Z
1647,0106,249000.0,2021-11-07T15:00:01.898956Z
1648,0107,294000.0,2021-11-07T15:00:01.898956Z
1649,0111,10619000.0,2021-11-07T15:00:01.898956Z
1650,0113,2076000.0,2021-11-07T15:00:01.898956Z
1651,0114,1089000.0,2021-11-07T15:00:01.898956Z
1652,0115,399000.0,2021-11-07T15:00:01.898956Z
1653,0117,3281000.0,2021-11-07T15:00:01.898956Z
1654,0118,2186000.0,2021-11-07T15:00:01.898956Z
1655,0121,1253000.0,2021-11-07T15:00:01.898956Z
1656,0123,942000.0,2021-11-07T15:00:01.898956Z
1657,0124,3854000.0,2021-11-07T15:00:01.898956Z
1658,0128,410000.0,2021-11-07T15:00:01.898956Z
1659,0130,227000.0,2021-11-07T15:00:01.898956Z
1660,0151,1471.0,2021-11-07T15:00:01.898956Z
1661,016a,1082000.0,2021-11-07T15:00:01.898956Z
1662,0194,280000.0,2021-11-07T15:00:01.898956Z
1663,0201,3370000.0,2021-11-07T15:00:01.898956Z
1664,0202,4685000.0,2021-11-07T15:00:01.898956Z
1665,026a,444000.0,2021-11-07T15:00:01.898956Z
1666,109a,283000.0,2021-11-07T15:00:01.898956Z
1667,109b,352000.0,2021-11-07T15:00:01.898956Z
1668,109c,438000.0,2021-11-07T15:00:01.898956Z
1669,109d,162000.0,2021-11-07T15:00:01.898956Z
1670,0002,338000.0,2021-11-06T14:00:01.843386Z
1671,0005,4641000.0,2021-11-06T14:00:01.843386Z
1672,0006,5074000.0,2021-11-06T14:00:01.843386Z
1673,0007,4137000.0,2021-11-06T14:00:01.843386Z
1674,0008,3377000.0,2021-11-06T14:00:01.843386Z
1675,0009,1922000.0,2021-11-06T14:00:01.843386Z
1676,0010,2073808144.0,2021-11-06T14:00:01.843386Z
1677,0012,729000.0,2021-11-06T14:00:01.843386Z
1678,0013,555000.0,2021-11-06T14:00:01.843386Z
1679,0014,270000.0,2021-11-06T14:00:01.843386Z
1680,0015,24000.0,2021-11-06T14:00:01.843386Z
1681,0016,2574000.0,2021-11-06T14:00:01.843386Z
1682,0017,1815.0,2021-11-06T14:00:01.843386Z
1683,0018,172000.0,2021-11-06T14:00:01.843386Z
1684,0019,5375000.0,2021-11-06T14:00:01.843386Z
1685,0027,822000.0,2021-11-06T14:00:01.843386Z
1686,0029,3870000.0,2021-11-06T14:00:01.843386Z
1687,0030,2233000.0,2021-11-06T14:00:01.843386Z
1688,0031,1484000.0,2021-11-06T14:00:01.843386Z
1689,0032,149000.0,2021-11-06T14:00:01.843386Z
1690,0033,757000.0,2021-11-06T14:00:01.843386Z
1691,0034,779000.0,2021-11-06T14:00:01.843386Z
1692,0035,558000.0,2021-11-06T14:00:01.843386Z
1693,0036,482000.0,2021-11-06T14:00:01.843386Z
1694,0037,4768000.0,2021-11-06T14:00:01.843386Z
1695,0038,1709000.0,2021-11-06T14:00:01.843386Z
1696,0039,1781000.0,2021-11-06T14:00:01.843386Z
1697,0040,276000.0,2021-11-06T14:00:01.843386Z
1698,0041,28.0,2021-11-06T14:00:01.843386Z
1699,0042,72000.0,2021-11-06T14:00:01.843386Z
1700,0047,939000.0,2021-11-06T14:00:01.843386Z
1701,0048,189000.0,2021-11-06T14:00:01.843386Z
1702,0049,4030000.0,2021-11-06T14:00:01.843386Z
1703,0051,1516000.0,2021-11-06T14:00:01.843386Z
1704,0058,1263000.0,2021-11-06T14:00:01.843386Z
1705,0063,4145000.0,2021-11-06T14:00:01.843386Z
1706,0064,507000.0,2021-11-06T14:00:01.843386Z
1707,0065,1067000.0,2021-11-06T14:00:01.843386Z
1708,0066,594.0,2021-11-06T14:00:01.843386Z
1709,0067,789000.0,2021-11-06T14:00:01.843386Z
1710,0068,1034000.0,2021-11-06T14:00:01.843386Z
1711,0069,3522.0,2021-11-06T14:00:01.843386Z
1712,006a,320000.0,2021-11-06T14:00:01.843386Z
1713,0071,255000.0,2021-11-06T14:00:01.843386Z
1714,0072,86000.0,2021-11-06T14:00:01.843386Z
1715,0073,126000.0,2021-11-06T14:00:01.843386Z
1716,0074,113000.0,2021-11-06T14:00:01.843386Z
1717,0075,134000.0,2021-11-06T14:00:01.843386Z
1718,0076,130000.0,2021-11-06T14:00:01.843386Z
1719,0077,85000.0,2021-11-06T14:00:01.843386Z
1720,0080,238000.0,2021-11-06T14:00:01.843386Z
1721,0081,595000.0,2021-11-06T14:00:01.843386Z
1722,0083,305000.0,2021-11-06T14:00:01.843386Z
1723,0084,257000.0,2021-11-06T14:00:01.843386Z
1724,0085,231000.0,2021-11-06T14:00:01.843386Z
1725,0086,204000.0,2021-11-06T14:00:01.843386Z
1726,0087,966000.0,2021-11-06T14:00:01.843386Z
1727,0088,97000.0,2021-11-06T14:00:01.843386Z
1728,0089,184000.0,2021-11-06T14:00:01.843386Z
1729,008b,4753000.0,2021-11-06T14:00:01.843386Z
1730,0090,203000.0,2021-11-06T14:00:01.843386Z
1731,0091,195000.0,2021-11-06T14:00:01.843386Z
1732,0092,255000.0,2021-11-06T14:00:01.843386Z
1733,0093,231000.0,2021-11-06T14:00:01.843386Z
1734,0094,343000.0,2021-11-06T14:00:01.843386Z
1735,0095,272000.0,2021-11-06T14:00:01.843386Z
1736,0096,142000.0,2021-11-06T14:00:01.843386Z
1737,0097,280000.0,2021-11-06T14:00:01.843386Z
1738,0098,271.0,2021-11-06T14:00:01.843386Z
1739,0099,345000.0,2021-11-06T14:00:01.843386Z
1740,009a,6836000.0,2021-11-06T14:00:01.843386Z
1741,0100,111000.0,2021-11-06T14:00:01.843386Z
1742,0101,249000.0,2021-11-06T14:00:01.843386Z
1743,0102,208000.0,2021-11-06T14:00:01.843386Z
1744,0104,274000.0,2021-11-06T14:00:01.843386Z
1745,0105,296000.0,2021-11-06T14:00:01.843386Z
1746,0106,255000.0,2021-11-06T14:00:01.843386Z
1747,0107,282000.0,2021-11-06T14:00:01.843386Z
1748,0111,10969000.0,2021-11-06T14:00:01.843386Z
1749,0113,2290000.0,2021-11-06T14:00:01.843386Z
1750,0114,1094000.0,2021-11-06T14:00:01.843386Z
1751,0115,419000.0,2021-11-06T14:00:01.843386Z
1752,0117,3536000.0,2021-11-06T14:00:01.843386Z
1753,0118,2203000.0,2021-11-06T14:00:01.843386Z
1754,0121,1380000.0,2021-11-06T14:00:01.843386Z
1755,0123,955000.0,2021-11-06T14:00:01.843386Z
1756,0124,3833000.0,2021-11-06T14:00:01.843386Z
1757,0128,563000.0,2021-11-06T14:00:01.843386Z
1758,0130,240000.0,2021-11-06T14:00:01.843386Z
1759,0151,1063.0,2021-11-06T14:00:01.843386Z
1760,016a,1053000.0,2021-11-06T14:00:01.843386Z
1761,0194,307000.0,2021-11-06T14:00:01.843386Z
1762,0201,3737000.0,2021-11-06T14:00:01.843386Z
1763,0202,4467000.0,2021-11-06T14:00:01.843386Z
1764,026a,480000.0,2021-11-06T14:00:01.843386Z
1765,109a,278000.0,2021-11-06T14:00:01.843386Z
1766,109b,320000.0,2021-11-06T14:00:01.843386Z
1767,109c,423000.0,2021-11-06T14:00:01.843386Z
1768,109d,158000.0,2021-11-06T14:00:01.843386Z
1769,0002,330000.0,2021-11-05T14:00:01.137846Z
1770,0005,4676000.0,2021-11-05T14:00:01.137846Z
1771,0006,5466000.0,2021-11-05T14:00:01.137846Z
1772,0007,4180000.0,2021-11-05T14:00:01.137846Z
1773,0008,3968000.0,2021-11-05T14:00:01.137846Z
1774,0009,2030000.0,2021-11-05T14:00:01.137846Z
1775,0010,2073843164.0,2021-11-05T14:00:01.137846Z
1776,0012,809000.0,2021-11-05T14:00:01.137846Z
1777,0013,657000.0,2021-11-05T14:00:01.137846Z
1778,0014,327000.0,2021-11-05T14:00:01.137846Z
1779,0015,27000.0,2021-11-05T14:00:01.137846Z
1780,0016,3009000.0,2021-11-05T14:00:01.137846Z
1781,0017,2027.0,2021-11-05T14:00:01.137846Z
1782,0018,182000.0,2021-11-05T14:00:01.137846Z
1783,0019,5447000.0,2021-11-05T14:00:01.137846Z
1784,0027,927000.0,2021-11-05T14:00:01.137846Z
1785,0029,4534000.0,2021-11-05T14:00:01.137846Z
1786,0030,2449000.0,2021-11-05T14:00:01.137846Z
1787,0031,1602000.0,2021-11-05T14:00:01.137846Z
1788,0032,202000.0,2021-11-05T14:00:01.137846Z
1789,0033,783000.0,2021-11-05T14:00:01.137846Z
1790,0034,736000.0,2021-11-05T14:00:01.137846Z
1791,0035,606000.0,2021-11-05T14:00:01.137846Z
1792,0036,502000.0,2021-11-05T14:00:01.137846Z
1793,0037,5059000.0,2021-11-05T14:00:01.137846Z
1794,0038,1881000.0,2021-11-05T14:00:01.137846Z
1795,0039,1827000.0,2021-11-05T14:00:01.137846Z
1796,0040,291000.0,2021-11-05T14:00:01.137846Z
1797,0041,30.0,2021-11-05T14:00:01.137846Z
1798,0042,70000.0,2021-11-05T14:00:01.137846Z
1799,0047,951000.0,2021-11-05T14:00:01.137846Z
1800,0048,196000.0,2021-11-05T14:00:01.137846Z
1801,0049,3890000.0,2021-11-05T14:00:01.137846Z
1802,0051,1606000.0,2021-11-05T14:00:01.137846Z
1803,0058,1381000.0,2021-11-05T14:00:01.137846Z
1804,0063,4026000.0,2021-11-05T14:00:01.137846Z
1805,0064,528000.0,2021-11-05T14:00:01.137846Z
1806,0065,1052000.0,2021-11-05T14:00:01.137846Z
1807,0066,575.0,2021-11-05T14:00:01.137846Z
1808,0067,679000.0,2021-11-05T14:00:01.137846Z
1809,0068,1114000.0,2021-11-05T14:00:01.137846Z
1810,0069,3406.0,2021-11-05T14:00:01.137846Z
1811,006a,329000.0,2021-11-05T14:00:01.137846Z
1812,0071,161000.0,2021-11-05T14:00:01.137846Z
1813,0072,84000.0,2021-11-05T14:00:01.137846Z
1814,0073,124000.0,2021-11-05T14:00:01.137846Z
1815,0074,105000.0,2021-11-05T14:00:01.137846Z
1816,0075,139000.0,2021-11-05T14:00:01.137846Z
1817,0076,128000.0,2021-11-05T14:00:01.137846Z
1818,0077,80000.0,2021-11-05T14:00:01.137846Z
1819,0080,228000.0,2021-11-05T14:00:01.137846Z
1820,0081,611000.0,2021-11-05T14:00:01.137846Z
1821,0083,306000.0,2021-11-05T14:00:01.137846Z
1822,0084,271000.0,2021-11-05T14:00:01.137846Z
1823,0085,229000.0,2021-11-05T14:00:01.137846Z
1824,0086,242000.0,2021-11-05T14:00:01.137846Z
1825,0087,1038000.0,2021-11-05T14:00:01.137846Z
1826,0088,95000.0,2021-11-05T14:00:01.137846Z
1827,0089,179000.0,2021-11-05T14:00:01.137846Z
1828,008b,4756000.0,2021-11-05T14:00:01.137846Z
1829,0090,221000.0,2021-11-05T14:00:01.137846Z
1830,0091,229000.0,2021-11-05T14:00:01.137846Z
1831,0092,257000.0,2021-11-05T14:00:01.137846Z
1832,0093,232000.0,2021-11-05T14:00:01.137846Z
1833,0094,311000.0,2021-11-05T14:00:01.137846Z
1834,0095,279000.0,2021-11-05T14:00:01.137846Z
1835,0096,152000.0,2021-11-05T14:00:01.137846Z
1836,0098,291.0,2021-11-05T14:00:01.137846Z
1837,0099,368000.0,2021-11-05T14:00:01.137846Z
1838,009a,6801000.0,2021-11-05T14:00:01.137846Z
1839,0100,130000.0,2021-11-05T14:00:01.137846Z
1840,0101,261000.0,2021-11-05T14:00:01.137846Z
1841,0102,234000.0,2021-11-05T14:00:01.137846Z
1842,0104,324000.0,2021-11-05T14:00:01.137846Z
1843,0105,298000.0,2021-11-05T14:00:01.137846Z
1844,0106,288000.0,2021-11-05T14:00:01.137846Z
1845,0107,298000.0,2021-11-05T14:00:01.137846Z
1846,0111,11292000.0,2021-11-05T14:00:01.137846Z
1847,0113,2453000.0,2021-11-05T14:00:01.137846Z
1848,0114,1181000.0,2021-11-05T14:00:01.137846Z
1849,0115,500000.0,2021-11-05T14:00:01.137846Z
1850,0117,4062000.0,2021-11-05T14:00:01.137846Z
1851,0118,2352000.0,2021-11-05T14:00:01.137846Z
1852,0121,1461000.0,2021-11-05T14:00:01.137846Z
1853,0123,1089000.0,2021-11-05T14:00:01.137846Z
1854,0124,3700000.0,2021-11-05T14:00:01.137846Z
1855,0128,628000.0,2021-11-05T14:00:01.137846Z
1856,0130,241000.0,2021-11-05T14:00:01.137846Z
1857,0151,1520.0,2021-11-05T14:00:01.137846Z
1858,016a,1044000.0,2021-11-05T14:00:01.137846Z
1859,0194,321000.0,2021-11-05T14:00:01.137846Z
1860,0201,3712000.0,2021-11-05T14:00:01.137846Z
1861,0202,4565000.0,2021-11-05T14:00:01.137846Z
1862,026a,549000.0,2021-11-05T14:00:01.137846Z
1863,109a,315000.0,2021-11-05T14:00:01.137846Z
1864,109b,341000.0,2021-11-05T14:00:01.137846Z
1865,109c,503000.0,2021-11-05T14:00:01.137846Z
1866,109d,158000.0,2021-11-05T14:00:01.137846Z
1867,0002,337000.0,2021-11-04T14:00:01.111345Z
1868,0005,4643000.0,2021-11-04T14:00:01.111345Z
1869,0006,5625000.0,2021-11-04T14:00:01.111345Z
1870,0007,4227000.0,2021-11-04T14:00:01.111345Z
1871,0008,4013000.0,2021-11-04T14:00:01.111345Z
1872,0009,2036000.0,2021-11-04T14:00:01.111345Z
1873,0010,2073866133.0,2021-11-04T14:00:01.111345Z
1874,0012,756000.0,2021-11-04T14:00:01.111345Z
1875,0013,651000.0,2021-11-04T14:00:01.111345Z
1876,0014,378000.0,2021-11-04T14:00:01.111345Z
1877,0015,22000.0,2021-11-04T14:00:01.111345Z
1878,0016,3111000.0,2021-11-04T14:00:01.111345Z
1879,0017,2026.0,2021-11-04T14:00:01.111345Z
1880,0018,157000.0,2021-11-04T14:00:01.111345Z
1881,0019,5478000.0,2021-11-04T14:00:01.111345Z
1882,0027,809000.0,2021-11-04T14:00:01.111345Z
1883,0029,4640000.0,2021-11-04T14:00:01.111345Z
1884,0030,2457000.0,2021-11-04T14:00:01.111345Z
1885,0031,1617000.0,2021-11-04T14:00:01.111345Z
1886,0032,153000.0,2021-11-04T14:00:01.111345Z
1887,0033,728000.0,2021-11-04T14:00:01.111345Z
1888,0034,749000.0,2021-11-04T14:00:01.111345Z
1889,0035,651000.0,2021-11-04T14:00:01.111345Z
1890,0036,493000.0,2021-11-04T14:00:01.111345Z
1891,0037,4663000.0,2021-11-04T14:00:01.111345Z
1892,0038,1877000.0,2021-11-04T14:00:01.111345Z
1893,0039,1824000.0,2021-11-04T14:00:01.111345Z
1894,0040,280003.0,2021-11-04T14:00:01.111345Z
1895,0041,34.0,2021-11-04T14:00:01.111345Z
1896,0042,79000.0,2021-11-04T14:00:01.111345Z
1897,0047,893000.0,2021-11-04T14:00:01.111345Z
1898,0048,240000.0,2021-11-04T14:00:01.111345Z
1899,0049,4006000.0,2021-11-04T14:00:01.111345Z
1900,0051,1581000.0,2021-11-04T14:00:01.111345Z
1901,0058,1218000.0,2021-11-04T14:00:01.111345Z
1902,0063,4042000.0,2021-11-04T14:00:01.111345Z
1903,0064,512000.0,2021-11-04T14:00:01.111345Z
1904,0065,988000.0,2021-11-04T14:00:01.111345Z
1905,0066,622.0,2021-11-04T14:00:01.111345Z
1906,0067,735000.0,2021-11-04T14:00:01.111345Z
1907,0068,1183000.0,2021-11-04T14:00:01.111345Z
1908,0069,3442.0,2021-11-04T14:00:01.111345Z
1909,006a,375000.0,2021-11-04T14:00:01.111345Z
1910,0071,152000.0,2021-11-04T14:00:01.111345Z
1911,0072,83000.0,2021-11-04T14:00:01.111345Z
1912,0073,120000.0,2021-11-04T14:00:01.111345Z
1913,0074,97000.0,2021-11-04T14:00:01.111345Z
1914,0075,135000.0,2021-11-04T14:00:01.111345Z
1915,0076,122000.0,2021-11-04T14:00:01.111345Z
1916,0077,89000.0,2021-11-04T14:00:01.111345Z
1917,0080,243000.0,2021-11-04T14:00:01.111345Z
1918,0081,581000.0,2021-11-04T14:00:01.111345Z
1919,0083,276000.0,2021-11-04T14:00:01.111345Z
1920,0084,260000.0,2021-11-04T14:00:01.111345Z
1921,0085,180000.0,2021-11-04T14:00:01.111345Z
1922,0086,233000.0,2021-11-04T14:00:01.111345Z
1923,0087,1348000.0,2021-11-04T14:00:01.111345Z
1924,0088,97000.0,2021-11-04T14:00:01.111345Z
1925,0089,173000.0,2021-11-04T14:00:01.111345Z
1926,008b,4662000.0,2021-11-04T14:00:01.111345Z
1927,0090,224000.0,2021-11-04T14:00:01.111345Z
1928,0091,197000.0,2021-11-04T14:00:01.111345Z
1929,0092,274000.0,2021-11-04T14:00:01.111345Z
1930,0093,254000.0,2021-11-04T14:00:01.111345Z
1931,0094,279000.0,2021-11-04T14:00:01.111345Z
1932,0095,298000.0,2021-11-04T14:00:01.111345Z
1933,0096,156000.0,2021-11-04T14:00:01.111345Z
1934,0098,270.0,2021-11-04T14:00:01.111345Z
1935,0099,346000.0,2021-11-04T14:00:01.111345Z
1936,009a,6853000.0,2021-11-04T14:00:01.111345Z
1937,0100,127000.0,2021-11-04T14:00:01.111345Z
1938,0101,243000.0,2021-11-04T14:00:01.111345Z
1939,0102,225000.0,2021-11-04T14:00:01.111345Z
1940,0104,266000.0,2021-11-04T14:00:01.111345Z
1941,0105,302000.0,2021-11-04T14:00:01.111345Z
1942,0106,250000.0,2021-11-04T14:00:01.111345Z
1943,0107,330000.0,2021-11-04T14:00:01.111345Z
1944,0111,11110000.0,2021-11-04T14:00:01.111345Z
1945,0113,2353000.0,2021-11-04T14:00:01.111345Z
1946,0114,1150000.0,2021-11-04T14:00:01.111345Z
1947,0115,475000.0,2021-11-04T14:00:01.111345Z
1948,0117,3539000.0,2021-11-04T14:00:01.111345Z
1949,0118,2265000.0,2021-11-04T14:00:01.111345Z
1950,0121,1438000.0,2021-11-04T14:00:01.111345Z
1951,0123,1154000.0,2021-11-04T14:00:01.111345Z
1952,0124,3542000.0,2021-11-04T14:00:01.111345Z
1953,0128,635000.0,2021-11-04T14:00:01.111345Z
1954,0130,248000.0,2021-11-04T14:00:01.111345Z
1955,0151,1575.0,2021-11-04T14:00:01.111345Z
1956,016a,1018000.0,2021-11-04T14:00:01.111345Z
1957,0194,301000.0,2021-11-04T14:00:01.111345Z
1958,0201,3636000.0,2021-11-04T14:00:01.111345Z
1959,0202,4516000.0,2021-11-04T14:00:01.111345Z
1960,026a,568000.0,2021-11-04T14:00:01.111345Z
1961,109a,286000.0,2021-11-04T14:00:01.111345Z
1962,109b,308000.0,2021-11-04T14:00:01.111345Z
1963,109c,439000.0,2021-11-04T14:00:01.111345Z
1964,109d,160000.0,2021-11-04T14:00:01.111345Z
1965,0002,310000.0,2021-11-03T14:00:01.874584Z
1966,0005,4551000.0,2021-11-03T14:00:01.874584Z
1967,0006,5653000.0,2021-11-03T14:00:01.874584Z
1968,0007,4186000.0,2021-11-03T14:00:01.874584Z
1969,0008,3855000.0,2021-11-03T14:00:01.874584Z
1970,0009,1879000.0,2021-11-03T14:00:01.874584Z
1971,0010,2073770071.0,2021-11-03T14:00:01.874584Z
1972,0012,694000.0,2021-11-03T14:00:01.874584Z
1973,0013,658000.0,2021-11-03T14:00:01.874584Z
1974,0014,285000.0,2021-11-03T14:00:01.874584Z
1975,0015,19000.0,2021-11-03T14:00:01.874584Z
1976,0016,2852000.0,2021-11-03T14:00:01.874584Z
1977,0017,1914.0,2021-11-03T14:00:01.874584Z
1978,0018,143000.0,2021-11-03T14:00:01.874584Z
1979,0019,5337000.0,2021-11-03T14:00:01.874584Z
1980,0027,793000.0,2021-11-03T14:00:01.874584Z
1981,0029,4405000.0,2021-11-03T14:00:01.874584Z
1982,0030,2509000.0,2021-11-03T14:00:01.874584Z
1983,0031,1603000.0,2021-11-03T14:00:01.874584Z
1984,0032,164000.0,2021-11-03T14:00:01.874584Z
1985,0033,670000.0,2021-11-03T14:00:01.874584Z
1986,0034,733000.0,2021-11-03T14:00:01.874584Z
1987,0035,566000.0,2021-11-03T14:00:01.874584Z
1988,0036,529000.0,2021-11-03T14:00:01.874584Z
1989,0037,4709000.0,2021-11-03T14:00:01.874584Z
1990,0038,1898000.0,2021-11-03T14:00:01.874584Z
1991,0039,1837000.0,2021-11-03T14:00:01.874584Z
1992,0040,272000.0,2021-11-03T14:00:01.874584Z
1993,0041,31.0,2021-11-03T14:00:01.874584Z
1994,0042,76000.0,2021-11-03T14:00:01.874584Z
1995,0047,830000.0,2021-11-03T14:00:01.874584Z
1996,0048,174000.0,2021-11-03T14:00:01.874584Z
1997,0049,3875000.0,2021-11-03T14:00:01.874584Z
